Order_ID,Order_Date,Customer_ID,Customer_Segment,Product_Category,Units_Sold,Unit_Price,Revenue,Discount(%),Festival_Season,Festival_Name,Payment_Method,Delivery_Time(days),Customer_Rating,Returned
ORD100117,2024-08-03,CUST8952,Regular,Electronics,2,5039,5442.120000000001,46.0,No,None,COD,5,4.7,No
ORD100118,2024-10-19,CUST7066,Regular,Fashion,3,4158,11226.6,10.0,No,None,UPI,4,3.3,No
ORD100119,2024-04-08,CUST4590,Premium,Groceries,2,4864,6517.759999999999,33.0,No,None,Wallet,2,4.9,No
ORD100120,2024-06-20,CUST4136,Regular,Groceries,4,9362,31081.84,17.0,No,None,COD,5,3.5,No
ORD100121,2024-12-25,CUST3856,Regular,Beauty,5,946,3121.7999999999997,34.0,Yes,Christmas/New Year,UPI,2,3.6,No
ORD100122,2024-08-01,CUST1315,New,Groceries,4,2384,7914.879999999999,17.0,No,None,Wallet,1,2.9,No
ORD100123,2024-02-04,CUST5390,New,Home Decor,4,8146,17921.2,45.0,No,None,Credit Card,5,2.7,No
ORD100124,2024-08-14,CUST8553,Regular,Fashion,5,9776,46436.0,5.0,Yes,Independence Day,Credit Card,1,3.8,No
ORD100125,2024-04-10,CUST7006,Premium,Fashion,2,5521,7398.139999999999,33.0,No,None,UPI,1,4.0,No
ORD100126,2024-05-10,CUST6441,Regular,Fashion,2,9410,12797.599999999999,32.0,No,None,Wallet,5,3.4,No
ORD100127,2024-09-13,CUST9580,New,Home Decor,3,7348,20500.92,7.0,No,None,COD,4,4.0,No
ORD100128,2024-01-05,CUST6519,Regular,Electronics,1,2224,1312.16,41.0,No,None,Credit Card,2,3.5,No
ORD100129,2024-08-05,CUST1769,Regular,Home Decor,2,6373,10324.26,19.0,No,None,COD,5,4.7,No
ORD100130,2024-09-11,CUST3220,Regular,Fashion,5,9934,25331.7,49.0,No,None,Wallet,6,4.9,No
ORD100131,2024-12-24,CUST5019,Regular,Fashion,1,2911,2357.9100000000003,19.0,Yes,Christmas/New Year,Credit Card,1,4.0,No
ORD100132,2024-10-09,CUST2040,Regular,Fashion,5,7218,20932.200000000004,42.0,No,None,UPI,2,4.6,No
ORD100133,2024-07-25,CUST7586,Premium,Groceries,5,9846,40860.9,,No,None,Credit Card,5,4.6,Yes
ORD100134,2024-01-15,CUST2743,Premium,Electronics,5,7397,27368.9,26.0,No,None,UPI,4,4.3,No
ORD100135,2024-12-11,CUST4189,Regular,Home Decor,1,1902,1008.0600000000001,47.0,No,None,COD,5,3.0,No
ORD100136,2024-02-11,CUST1338,Regular,Fashion,4,5729,21999.36,4.0,No,None,Credit Card,5,2.9,No
ORD100137,2024-06-27,CUST1170,Regular,Beauty,5,7416,34855.2,6.0,No,None,Wallet,3,4.8,No
ORD100138,2024-03-03,CUST5228,New,Electronics,3,7855,18616.350000000002,21.0,No,None,COD,6,3.2,Yes
ORD100139,2024-12-17,CUST9832,New,Beauty,2,5617,7526.779999999999,33.0,No,None,COD,2,3.1,No
ORD100140,2024-08-18,CUST8852,New,Electronics,2,6524,7567.840000000001,42.0,Yes,Independence Day,UPI,5,2.9,No
ORD100141,2024-08-28,CUST4318,New,Fashion,2,4073,7168.4800000000005,12.0,Yes,Raksha Bandhan,Wallet,1,3.8,No
ORD100142,2024-02-21,CUST8404,Regular,Electronics,1,8513,5873.969999999999,31.0,No,None,COD,1,4.2,No
ORD100143,2024-04-05,CUST8462,Regular,Electronics,3,9868,22795.08,23.0,No,None,Credit Card,3,4.2,No
ORD100144,2024-08-09,CUST6164,Premium,Fashion,3,465,1185.75,15.0,No,None,UPI,1,3.2,No
ORD100145,2024-08-18,CUST7934,New,Beauty,3,8419,21973.59,13.0,Yes,Independence Day,Wallet,5,2.7,No
ORD100146,2024-08-24,CUST3470,Regular,Beauty,3,5578,10375.08,38.0,No,None,UPI,2,3.3,No
ORD100147,2024-05-22,CUST3986,Regular,Groceries,3,2324,6553.679999999999,6.0,No,None,UPI,3,3.8,No
ORD100148,2024-06-19,CUST3175,New,Beauty,4,631,1438.68,43.0,No,None,COD,6,4.0,No
ORD100149,2024-01-29,CUST3415,Regular,Beauty,3,5174,13814.58,11.0,Yes,Republic Day,Credit Card,7,3.2,No
ORD100150,2024-02-05,CUST9484,Regular,Electronics,3,3977,9664.11,19.0,No,None,Credit Card,3,3.0,No
ORD100151,2024-01-13,CUST6994,Premium,Groceries,1,7237,4921.16,32.0,No,None,Wallet,4,4.6,No
ORD100152,2024-06-08,CUST2401,Regular,Fashion,1,1285,1220.75,5.0,No,None,Wallet,4,4.6,No
ORD100153,2024-11-22,CUST7031,Regular,Fashion,3,6395,11702.85,39.0,No,None,Credit Card,2,3.2,No
ORD100154,2024-07-05,CUST3645,Premium,Home Decor,4,6459,19118.64,26.0,No,None,UPI,2,3.9,No
ORD100155,2024-08-30,CUST4292,Premium,Groceries,3,2685,7088.4,12.0,Yes,Raksha Bandhan,UPI,7,3.6,No
ORD100156,2024-03-26,CUST6522,New,Electronics,3,8492,24456.96,4.0,Yes,Holi,Credit Card,3,2.9,Yes
ORD100157,2024-10-10,CUST3478,Regular,Home Decor,3,5598,12931.380000000001,23.0,No,None,COD,5,4.9,No
ORD100158,2024-03-06,CUST2784,Regular,Home Decor,5,5278,24014.9,9.0,No,None,UPI,5,2.5,No
ORD100159,2024-06-18,CUST3726,Premium,Fashion,4,7402,16284.400000000001,45.0,No,None,Credit Card,4,3.0,No
ORD100160,2024-02-14,CUST8766,Premium,Beauty,2,3248,4482.24,31.0,No,None,COD,2,3.4,No
ORD100161,2024-03-02,CUST4828,Regular,Electronics,3,6702,18497.52,8.0,No,None,UPI,7,4.6,No
ORD100162,2024-05-13,CUST3330,Premium,Groceries,2,999,1038.96,48.0,No,None,Wallet,2,4.5,Yes
ORD100163,2024-10-10,CUST6655,Regular,Home Decor,4,4022,10618.079999999998,34.0,No,None,UPI,5,3.9,Yes
ORD100164,2024-01-28,CUST7187,Regular,Electronics,3,5811,9936.810000000001,43.0,Yes,Republic Day,UPI,4,4.2,No
ORD100165,2024-04-17,CUST8039,Regular,Fashion,2,6209,11052.02,11.0,No,None,Credit Card,5,3.4,No
ORD100166,2024-02-13,CUST1215,Regular,Home Decor,2,9687,17436.600000000002,10.0,No,None,UPI,5,4.9,No
ORD100167,2024-12-05,CUST6832,Regular,Home Decor,4,5463,14203.800000000001,35.0,No,None,UPI,3,2.6,No
ORD100168,2024-10-12,CUST2415,Premium,Fashion,3,8826,24624.539999999997,7.0,No,None,COD,2,2.8,No
ORD100169,2024-11-26,CUST3351,Premium,Fashion,5,5770,26253.5,9.0,No,None,Credit Card,3,4.8,No
ORD100170,2024-05-07,CUST9336,New,Fashion,4,9307,32388.36,13.0,No,None,COD,3,4.9,No
ORD100171,2024-12-13,CUST3892,Regular,Electronics,5,4840,17182.0,29.0,No,None,Wallet,5,3.7,No
ORD100172,2024-08-18,CUST3978,Regular,Electronics,3,5533,16599.0,0.0,Yes,Independence Day,UPI,4,3.9,No
ORD100173,2024-07-08,CUST7597,Regular,Electronics,2,9039,16089.42,11.0,No,None,,5,4.8,Yes
ORD100174,2024-08-12,CUST2572,Regular,Beauty,4,2495,9580.8,,Yes,Independence Day,Wallet,6,4.6,Yes
ORD100175,2024-10-09,CUST5877,Premium,Home Decor,4,1631,5675.88,13.0,No,None,Credit Card,4,,No
ORD100176,2024-04-30,CUST1161,Premium,Electronics,4,5372,13967.2,35.0,No,None,UPI,7,3.4,No
ORD100177,2024-04-25,CUST5620,Premium,Beauty,1,2561,2151.24,16.0,No,None,Credit Card,2,4.6,No
ORD100178,2024-08-20,CUST8004,Regular,Home Decor,3,7741,18346.170000000002,21.0,Yes,Independence Day,Credit Card,6,2.7,No
ORD100179,2024-09-15,CUST8012,Regular,Electronics,1,923,646.0999999999999,30.0,No,None,COD,6,3.7,No
ORD100180,2024-12-24,CUST8995,Regular,Fashion,4,1747,5241.0,25.0,Yes,Christmas/New Year,Credit Card,6,3.1,No
ORD100181,2024-07-16,CUST3291,Regular,Groceries,4,9371,32985.92,12.0,No,None,Credit Card,1,2.6,No
ORD100182,2024-05-16,CUST5600,Premium,Electronics,5,8475,41527.5,2.0,No,None,COD,2,4.0,No
ORD100183,2024-11-13,CUST8893,New,Groceries,1,1565,907.7000000000002,42.0,No,None,UPI,5,2.7,No
ORD100184,2024-06-13,CUST9706,Regular,Electronics,2,8941,16093.800000000001,10.0,No,None,Wallet,4,2.8,No
ORD100185,2024-08-12,CUST7209,Premium,Fashion,3,4053,11672.64,4.0,Yes,Independence Day,COD,6,2.7,No
ORD100186,2024-11-02,CUST7674,Premium,Groceries,2,4882,6151.32,37.0,Yes,Diwali,UPI,1,4.9,No
ORD100187,2024-08-21,CUST3684,Regular,Beauty,2,6160,11950.4,3.0,No,None,UPI,6,2.6,No
ORD100188,2024-06-20,CUST7783,Premium,Fashion,3,8543,17684.01,31.0,No,None,Wallet,4,3.2,No
ORD100189,2024-05-31,CUST3094,Regular,Groceries,4,7889,28715.960000000003,9.0,No,None,UPI,7,4.1,No
ORD100190,2024-11-10,CUST6941,Regular,Groceries,5,5357,24374.350000000002,9.0,Yes,Diwali,COD,4,4.6,No
ORD100191,2024-06-08,CUST8505,Premium,Fashion,4,3698,8431.44,43.0,No,None,UPI,7,4.0,No
ORD100192,2024-04-05,CUST3508,New,Fashion,4,3185,10574.199999999999,17.0,No,None,Wallet,1,4.9,No
ORD100193,2024-08-20,CUST8271,Regular,Fashion,1,1767,954.1800000000001,46.0,Yes,Independence Day,Wallet,1,3.3,Yes
ORD100194,2024-06-28,CUST7010,Regular,Home Decor,2,8603,13420.68,22.0,No,None,COD,2,3.7,No
ORD100195,2024-04-22,CUST5611,New,Beauty,2,6869,11402.539999999999,,No,None,COD,3,4.6,Yes
ORD100196,2024-11-13,CUST4906,New,Electronics,2,4391,5796.119999999999,34.0,No,None,UPI,6,4.2,No
ORD100197,2024-02-21,CUST1975,Premium,Groceries,5,9918,48598.2,2.0,No,None,Wallet,1,3.0,No
ORD100198,2024-09-24,CUST6832,Regular,Electronics,5,7356,36780.0,0.0,No,,Wallet,6,3.7,No
ORD100199,2024-10-21,CUST9007,New,Fashion,5,8913,37434.6,16.0,Yes,Diwali,UPI,3,4.9,No
ORD100200,2024-04-22,CUST7213,Regular,Beauty,3,6717,11889.090000000002,41.0,No,None,Wallet,3,4.7,Yes
ORD100201,2024-04-10,CUST9456,Premium,Beauty,5,5335,25341.25,5.0,No,None,COD,3,3.0,No
ORD100202,2024-04-22,CUST8380,Regular,Home Decor,1,6951,6255.900000000001,10.0,No,None,COD,7,2.9,No
ORD100203,2024-03-21,CUST6222,Premium,Fashion,1,8409,7315.83,13.0,Yes,Holi,UPI,3,4.6,No
ORD100204,2024-07-05,CUST7567,Regular,Groceries,4,7374,15337.92,48.0,No,None,UPI,1,3.0,No
ORD100205,2024-04-22,CUST3536,Regular,Home Decor,4,1919,5603.48,27.0,No,None,UPI,6,3.6,No
ORD100206,2024-01-02,CUST9174,Regular,Fashion,4,8261,20487.28,38.0,No,None,COD,4,,No
ORD100207,2024-05-09,CUST2625,Regular,Home Decor,4,4214,10956.4,35.0,No,None,COD,6,2.5,No
ORD100208,2024-08-07,CUST6227,Premium,Electronics,1,1078,970.2,10.0,No,None,Wallet,6,4.7,No
ORD100209,2024-02-23,CUST7129,New,Fashion,4,8985,21564.0,40.0,No,None,COD,1,4.4,No
ORD100210,2024-12-08,CUST9723,New,Groceries,1,6472,3947.92,39.0,No,None,UPI,1,3.7,No
ORD100211,2024-08-11,CUST8716,Regular,Groceries,5,1809,8773.65,3.0,Yes,Independence Day,Credit Card,5,2.9,No
ORD100212,2024-08-12,CUST5186,Premium,Fashion,5,9267,24557.550000000003,47.0,Yes,Independence Day,Credit Card,5,4.5,No
ORD100213,2024-05-05,CUST4096,Premium,Home Decor,3,6914,19704.899999999998,5.0,No,None,Credit Card,2,3.4,No
ORD100214,2024-05-09,CUST8430,Regular,Beauty,4,5309,13378.68,37.0,No,None,Credit Card,3,4.2,No
ORD100215,2024-02-22,CUST8269,Regular,Fashion,5,2648,10856.800000000001,18.0,No,None,Credit Card,3,3.3,No
ORD100216,2024-06-20,CUST9183,Premium,Groceries,5,2336,8175.999999999999,30.0,No,None,COD,5,3.6,No
ORD100217,2024-08-05,CUST4119,New,Electronics,2,7166,14188.68,1.0,No,None,UPI,4,3.8,No
ORD100218,2024-06-08,CUST5381,Premium,Groceries,2,2253,2613.4800000000005,42.0,No,None,UPI,2,4.4,No
ORD100219,2024-07-16,CUST8818,Regular,Beauty,1,7963,6051.88,24.0,No,None,Wallet,6,4.6,No
ORD100220,2024-09-03,CUST6669,Premium,Groceries,3,283,432.99,49.0,No,None,UPI,4,3.6,No
ORD100221,2024-11-19,CUST9760,Regular,Beauty,2,9831,11797.199999999999,40.0,No,None,Wallet,5,3.1,No
ORD100222,2024-07-21,CUST2949,Premium,Fashion,3,2868,4560.12,47.0,No,None,UPI,6,2.9,No
ORD100223,2024-07-02,CUST7873,Premium,Groceries,5,5431,24439.5,10.0,No,None,Wallet,4,3.4,Yes
ORD100224,2024-05-02,CUST6553,Regular,Home Decor,1,9090,4999.5,45.0,No,None,,3,4.5,No
ORD100225,2024-09-11,CUST8252,New,Home Decor,3,2020,3696.6,39.0,No,None,UPI,5,3.2,Yes
ORD100226,2024-10-20,CUST5921,Regular,Groceries,2,4614,5167.68,44.0,Yes,Diwali,Credit Card,6,2.6,No
ORD100227,2024-10-06,CUST7463,New,Groceries,5,7449,21974.550000000003,41.0,No,None,UPI,4,3.9,No
